SourceId,PaymentId,Date,Amount
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,CS1112075120103306,12/7/2011,81.2300
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,CS1112145000103804,12/14/2011,81.2300
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,CS1112215070103618,12/21/2011,81.2300
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,CS1112285140103259,12/28/2011,81.2300
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,CS1201045060101745,1/4/2012,81.2300
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,CS1201115120103369,1/11/2012,81.2300
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,CS1201185060103332,1/18/2012,81.2300
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,CS1201255120103135,1/25/2012,81.2300
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,CS1202015000103912,2/1/2012,81.2300
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,CS1202085120103252,2/8/2012,81.2300
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,CS1202155000103740,2/15/2012,81.2300
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,CS1202225120102906,2/22/2012,81.2300
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,CS1202295050103531,2/29/2012,27.0800
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,CS1202295050103531,2/29/2012,54.1500
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,CS1203075130103210,3/7/2012,81.2300
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,CS1203145000103894,3/14/2012,81.2300
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,CS1203215000104089,3/21/2012,81.2300
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,CS1203285150103257,3/28/2012,81.2300
58b77ebb-ca3f-43b3-acc5-7c0220339ad1-0012472237,CS1112075000100856,12/7/2011,52.1800
58b77ebb-ca3f-43b3-acc5-7c0220339ad1-0012472237,CS1112145000100831,12/14/2011,13.4500
58b77ebb-ca3f-43b3-acc5-7c0220339ad1-0012472237,CS1112215070100806,12/21/2011,97.6200
58b77ebb-ca3f-43b3-acc5-7c0220339ad1-0012472237,CS1112285040100796,12/28/2011,81.7500
58b77ebb-ca3f-43b3-acc5-7c0220339ad1-0012472237,CS1201045170100651,1/4/2012,84.8900
58b77ebb-ca3f-43b3-acc5-7c0220339ad1-0012472237,CS1201115040100744,1/11/2012,97.6200
58b77ebb-ca3f-43b3-acc5-7c0220339ad1-0012472237,CS1201185000100881,1/18/2012,87.4900
58b77ebb-ca3f-43b3-acc5-7c0220339ad1-0012472237,CS1202015000100860,2/1/2012,97.6200
58b77ebb-ca3f-43b3-acc5-7c0220339ad1-0012472237,CS1202085070100770,2/8/2012,93.9200
58b77ebb-ca3f-43b3-acc5-7c0220339ad1-0012472237,CS1202155000100840,2/15/2012,78.4600
58b77ebb-ca3f-43b3-acc5-7c0220339ad1-0012472237,CS1203075020100499,3/7/2012,74.2700
58b77ebb-ca3f-43b3-acc5-7c0220339ad1-0012472237,CS1203145000100877,3/14/2012,97.6200
58b77ebb-ca3f-43b3-acc5-7c0220339ad1-0012472237,CS1203215000100889,3/21/2012,82.0200
58b77ebb-ca3f-43b3-acc5-7c0220339ad1-0012472237,CS1203285050100809,3/28/2012,16.0900
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,CS1111305050100747,11/30/2011,39.9200
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,CS1111305050100747,11/30/2011,79.8500
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,CS1112075000100850,12/7/2011,119.7700
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,CS1112145000100826,12/14/2011,119.7700
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,CS1112215070100800,12/21/2011,119.7700
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,CS1112285040100790,12/28/2011,119.7700
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,CS1201045170100647,1/4/2012,119.7700
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,CS1201115040100740,1/11/2012,119.7700
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,CS1201185000100869,1/18/2012,119.7700
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,CS1201255070100736,1/25/2012,119.7700
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,CS1202015000100855,2/1/2012,119.7700
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,CS1202085070100766,2/8/2012,119.7700
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,CS1202155000100835,2/15/2012,119.7700
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,CS1202225170100727,2/22/2012,119.7700
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,CS1202295000100754,2/29/2012,32.1300
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,CS1202295000100754,2/29/2012,87.6400
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,CS1203075020100496,3/7/2012,119.7700
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,CS1203145000100872,3/14/2012,119.7700
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,CS1203215000100882,3/21/2012,119.7700
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,CS1203285050100805,3/28/2012,119.7700
84f2859e-bdf6-4093-85d4-1d2f9ced61d3-0011705196,CS1112095050101437,12/9/2011,273.5100
84f2859e-bdf6-4093-85d4-1d2f9ced61d3-0011705196,CS1112235160102063,12/23/2011,39.4200
84f2859e-bdf6-4093-85d4-1d2f9ced61d3-0011705196,CS1112235160102063,12/23/2011,234.0900
84f2859e-bdf6-4093-85d4-1d2f9ced61d3-0011705196,CS1201095070101936,1/9/2012,273.5100
84f2859e-bdf6-4093-85d4-1d2f9ced61d3-0011705196,CS1201195040101615,1/19/2012,39.4200
84f2859e-bdf6-4093-85d4-1d2f9ced61d3-0011705196,CS1201195040101615,1/19/2012,234.0900
84f2859e-bdf6-4093-85d4-1d2f9ced61d3-0011705196,CS1202065310102168,2/6/2012,273.5100
84f2859e-bdf6-4093-85d4-1d2f9ced61d3-0011705196,CS1202175050101577,2/17/2012,39.4200
84f2859e-bdf6-4093-85d4-1d2f9ced61d3-0011705196,CS1202175050101577,2/17/2012,234.0900
84f2859e-bdf6-4093-85d4-1d2f9ced61d3-0011705196,CS1203015260101489,3/1/2012,273.5100
84f2859e-bdf6-4093-85d4-1d2f9ced61d3-0011705196,CS1203155100101640,3/15/2012,39.4200
84f2859e-bdf6-4093-85d4-1d2f9ced61d3-0011705196,CS1203155100101640,3/15/2012,234.0900
84f2859e-bdf6-4093-85d4-1d2f9ced61d3-0011705196,CS1203285090101698,3/28/2012,273.5100
661b1b33-ec3e-48f8-8bd3-265aceb2ecfd-0010437233,CS1112070010101044,12/7/2011,96.0000
661b1b33-ec3e-48f8-8bd3-265aceb2ecfd-0010437233,CS1112210010101425,12/21/2011,71.0000
661b1b33-ec3e-48f8-8bd3-265aceb2ecfd-0010437233,CS1201040010101577,1/4/2012,96.0000
661b1b33-ec3e-48f8-8bd3-265aceb2ecfd-0010437233,CS1201180010101840,1/18/2012,96.0000
661b1b33-ec3e-48f8-8bd3-265aceb2ecfd-0010437233,CS1202010010101330,2/1/2012,96.0000
661b1b33-ec3e-48f8-8bd3-265aceb2ecfd-0010437233,CS1202150010101213,2/15/2012,96.0000
661b1b33-ec3e-48f8-8bd3-265aceb2ecfd-0010437233,CS1202290010101208,2/29/2012,73.0000
661b1b33-ec3e-48f8-8bd3-265aceb2ecfd-0010437233,CS1203160010100204,3/16/2012,96.0000
661b1b33-ec3e-48f8-8bd3-265aceb2ecfd-0010437233,CS1203280010101001,3/28/2012,96.0000
7e2fc8aa-cf99-450a-9a6d-5d81470a1d3e-0511194072,CS1112085080101283,12/8/2011,3.8500
7e2fc8aa-cf99-450a-9a6d-5d81470a1d3e-0511194072,CS1112085080101283,12/8/2011,250.0000
7e2fc8aa-cf99-450a-9a6d-5d81470a1d3e-0511194072,CS1112225060101376,12/22/2011,253.8500
7e2fc8aa-cf99-450a-9a6d-5d81470a1d3e-0511194072,CS1201065150101464,1/6/2012,3.8500
7e2fc8aa-cf99-450a-9a6d-5d81470a1d3e-0511194072,CS1201065150101464,1/6/2012,250.0000
7e2fc8aa-cf99-450a-9a6d-5d81470a1d3e-0511194072,CS1201195100101487,1/19/2012,253.8500
7e2fc8aa-cf99-450a-9a6d-5d81470a1d3e-0511194072,CS1202025080101170,2/2/2012,3.8500
7e2fc8aa-cf99-450a-9a6d-5d81470a1d3e-0511194072,CS1202025080101170,2/2/2012,250.0000
7e2fc8aa-cf99-450a-9a6d-5d81470a1d3e-0511194072,CS1202145090101570,2/14/2012,253.8500
7e2fc8aa-cf99-450a-9a6d-5d81470a1d3e-0511194072,CS1203055140101420,3/5/2012,3.8500
7e2fc8aa-cf99-450a-9a6d-5d81470a1d3e-0511194072,CS1203055140101420,3/5/2012,250.0000
7e2fc8aa-cf99-450a-9a6d-5d81470a1d3e-0511194072,CS1203125210101641,3/12/2012,253.8500
7e2fc8aa-cf99-450a-9a6d-5d81470a1d3e-0511194072,CS1203285090101240,3/28/2012,253.8500
257cbd4b-8a28-425c-9d2e-c35439151b3c-4581972331,CS1112075070103128,12/7/2011,87.6900
257cbd4b-8a28-425c-9d2e-c35439151b3c-4581972331,CS1112215030102402,12/21/2011,2.6900
257cbd4b-8a28-425c-9d2e-c35439151b3c-4581972331,CS1112215030102402,12/21/2011,27.3100
257cbd4b-8a28-425c-9d2e-c35439151b3c-4581972331,CS1112215030102402,12/21/2011,32.6900
257cbd4b-8a28-425c-9d2e-c35439151b3c-4581972331,CS1201045070102923,1/4/2012,87.6900
257cbd4b-8a28-425c-9d2e-c35439151b3c-4581972331,CS1201185130102634,1/18/2012,15.0000
257cbd4b-8a28-425c-9d2e-c35439151b3c-4581972331,CS1201185130102634,1/18/2012,49.6200
257cbd4b-8a28-425c-9d2e-c35439151b3c-4581972331,CS1202015160102886,2/1/2012,64.6200
257cbd4b-8a28-425c-9d2e-c35439151b3c-4581972331,CS1202155070103017,2/15/2012,4.2400
257cbd4b-8a28-425c-9d2e-c35439151b3c-4581972331,CS1202155070103017,2/15/2012,60.3800
257cbd4b-8a28-425c-9d2e-c35439151b3c-4581972331,CS1202295200102834,2/29/2012,64.6200
257cbd4b-8a28-425c-9d2e-c35439151b3c-4581972331,CS1203145090103080,3/14/2012,64.6200
257cbd4b-8a28-425c-9d2e-c35439151b3c-4581972331,CS1203285080103061,3/28/2012,6.5200
257cbd4b-8a28-425c-9d2e-c35439151b3c-4581972331,CS1203285080103061,3/28/2012,58.1000
1030b493-c8d4-42cc-8bbe-b48d70ba16e7-0012439115,CS1203285000102206,3/28/2012,100.0000
1030b493-c8d4-42cc-8bbe-b48d70ba16e7-0012439115,CS1203285000102206,3/28/2012,178.0000
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,CS1111295090104528,11/29/2011,26.9200
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,CS1111295090104528,11/29/2011,53.8500
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,CS1112075140104437,12/7/2011,80.7700
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,CS1112145090104444,12/14/2011,80.7700
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,CS1112215130104353,12/21/2011,80.7700
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,CS1112285150104448,12/28/2011,53.8500
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,CS1112285150104448,12/28/2011,107.6900
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,CS1201045160103920,1/4/2012,80.7700
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,CS1201185100103990,1/18/2012,80.7700
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,CS1201255100104747,1/25/2012,80.7700
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,CS1202015260104333,2/1/2012,80.7700
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,CS1202085150104663,2/8/2012,80.7700
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,CS1202155130104431,2/15/2012,80.7700
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,CS1202225160104043,2/22/2012,80.7700
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,CS1202295170104289,2/29/2012,26.9200
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,CS1202295170104289,2/29/2012,53.8500
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,CS1203075030104809,3/7/2012,80.7700
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,CS1203145110104319,3/14/2012,80.7700
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,CS1203215130104717,3/21/2012,80.7700
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,CS1203285130104319,3/28/2012,80.7700
08a4c4ff-8144-46dd-b362-48fe98ee4430-0011768822,CS1201305250101783,1/30/2012,140.0000
08a4c4ff-8144-46dd-b362-48fe98ee4430-0011768822,CS1203015160100973,3/1/2012,100.0000
08a4c4ff-8144-46dd-b362-48fe98ee4430-0011768822,CS1203285090101303,3/28/2012,100.0000
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1112055320103923,12/5/2011,12.9600
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1112055320103923,12/5/2011,59.5000
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1112125160104510,12/12/2011,72.4600
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1112195160103525,12/19/2011,72.4600
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1112275230104230,12/27/2011,72.4600
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1201035320104263,1/3/2012,35.3400
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1201035320104263,1/3/2012,37.1200
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1201095190104007,1/9/2012,72.4600
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1201195010102676,1/19/2012,72.4600
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1201235210104236,1/23/2012,72.4600
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1202015200102375,2/1/2012,22.4600
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1202015200102375,2/1/2012,50.0000
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1202065050103129,2/6/2012,72.4600
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1202155050103188,2/15/2012,72.4600
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1202275050103145,2/27/2012,72.4600
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1202275140103626,2/27/2012,72.4600
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1203055310103600,3/5/2012,12.9800
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1203055310103600,3/5/2012,59.4800
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1203155100102958,3/15/2012,72.4600
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1203215090103506,3/21/2012,72.4600
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,CS1203285060103003,3/28/2012,72.4600
48583b95-2d1d-43e8-a591-aa4998427dba-0011651223,CS1201045210103808,1/4/2012,108.8900
48583b95-2d1d-43e8-a591-aa4998427dba-0011651223,CS1201185120104004,1/18/2012,35.1000
48583b95-2d1d-43e8-a591-aa4998427dba-0011651223,CS1201185120104004,1/18/2012,45.1100
48583b95-2d1d-43e8-a591-aa4998427dba-0011651223,CS1202015160104172,2/1/2012,144.6800
48583b95-2d1d-43e8-a591-aa4998427dba-0011651223,CS1202155100104197,2/15/2012,34.3200
48583b95-2d1d-43e8-a591-aa4998427dba-0011651223,CS1202155100104197,2/15/2012,70.8900
48583b95-2d1d-43e8-a591-aa4998427dba-0011651223,CS1202295050104452,2/29/2012,144.6800
48583b95-2d1d-43e8-a591-aa4998427dba-0011651223,CS1203145130104085,3/14/2012,144.6800
48583b95-2d1d-43e8-a591-aa4998427dba-0011651223,CS1203285150104126,3/28/2012,34.3200
48583b95-2d1d-43e8-a591-aa4998427dba-0011651223,CS1203285150104126,3/28/2012,70.8900
96e577ed-964c-421e-a3a5-864fa455ae98-0012163057,CS1112075100104277,12/7/2011,214.6200
96e577ed-964c-421e-a3a5-864fa455ae98-0012163057,CS1112215100104435,12/21/2011,28.2400
96e577ed-964c-421e-a3a5-864fa455ae98-0012163057,CS1112215100104435,12/21/2011,186.3800
96e577ed-964c-421e-a3a5-864fa455ae98-0012163057,CS1201045180103708,1/4/2012,214.6200
96e577ed-964c-421e-a3a5-864fa455ae98-0012163057,CS1201185080103563,1/18/2012,28.2400
96e577ed-964c-421e-a3a5-864fa455ae98-0012163057,CS1201185080103563,1/18/2012,186.3800
96e577ed-964c-421e-a3a5-864fa455ae98-0012163057,CS1202015090104280,2/1/2012,214.6200
96e577ed-964c-421e-a3a5-864fa455ae98-0012163057,CS1202155040104178,2/15/2012,28.2400
96e577ed-964c-421e-a3a5-864fa455ae98-0012163057,CS1202155040104178,2/15/2012,186.3800
96e577ed-964c-421e-a3a5-864fa455ae98-0012163057,CS1202295090104139,2/29/2012,214.6200
96e577ed-964c-421e-a3a5-864fa455ae98-0012163057,CS1203145060104280,3/14/2012,214.6200
96e577ed-964c-421e-a3a5-864fa455ae98-0012163057,CS1203285140104191,3/28/2012,28.2400
96e577ed-964c-421e-a3a5-864fa455ae98-0012163057,CS1203285140104191,3/28/2012,186.3800
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1111300010102502,11/30/2011,9.0000
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1111300010102502,11/30/2011,217.8500
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1112140010102455,12/14/2011,212.0000
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1112275210102906,12/27/2011,123.0000
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1112280010103827,12/28/2011,98.0000
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1112280010103827,12/28/2011,114.0000
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1201035110102157,1/3/2012,123.0000
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1201095120102759,1/9/2012,123.0000
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1201205120102503,1/20/2012,123.0000
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1201235230102939,1/23/2012,59.0000
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1201235230102939,1/23/2012,64.0000
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1202025090102429,2/2/2012,123.0000
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1202085090102497,2/8/2012,123.0000
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1202165070102592,2/16/2012,123.0000
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1202275190102769,2/27/2012,59.0000
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1202275190102769,2/27/2012,64.0000
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1203055090101911,3/5/2012,123.0000
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1203085080102088,3/8/2012,123.0000
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1203155090102315,3/15/2012,123.0000
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1203215140102788,3/21/2012,59.0000
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1203215140102788,3/21/2012,64.0000
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,CS1203285060102100,3/28/2012,123.0000
6dacf93e-51c5-4ac1-b167-d875b0d74e86-0523738431,CS1112075070103811,12/7/2011,207.6900
6dacf93e-51c5-4ac1-b167-d875b0d74e86-0523738431,CS1112215140103434,12/21/2011,207.6900
6dacf93e-51c5-4ac1-b167-d875b0d74e86-0523738431,CS1201045150103503,1/4/2012,207.6900
6dacf93e-51c5-4ac1-b167-d875b0d74e86-0523738431,CS1201185090103447,1/18/2012,207.6900
6dacf93e-51c5-4ac1-b167-d875b0d74e86-0523738431,CS1202015130101376,2/1/2012,207.6900
6dacf93e-51c5-4ac1-b167-d875b0d74e86-0523738431,CS1202155070103629,2/15/2012,207.6900
6dacf93e-51c5-4ac1-b167-d875b0d74e86-0523738431,CS1202295180103467,2/29/2012,207.6900
6dacf93e-51c5-4ac1-b167-d875b0d74e86-0523738431,CS1203145090103721,3/14/2012,207.6900
6dacf93e-51c5-4ac1-b167-d875b0d74e86-0523738431,CS1203285080103729,3/28/2012,207.6900
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,CS1111305110103590,11/30/2011,163.3800
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,CS1112075130104612,12/7/2011,163.3800
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,CS1112145120104415,12/14/2011,163.3800
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,CS1112215040104933,12/21/2011,135.2400
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,CS1112295000104946,12/29/2011,91.5200
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,CS1201055130104077,1/5/2012,163.3800
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,CS1201115110104577,1/11/2012,163.3800
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,CS1201195110105033,1/19/2012,135.2400
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,CS1201255020103183,1/25/2012,91.5200
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,CS1202015150102214,2/1/2012,163.3800
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,CS1202095100103726,2/9/2012,163.3800
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,CS1202155090103900,2/15/2012,135.2400
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,CS1202225110103962,2/22/2012,91.5200
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,CS1202295160103626,2/29/2012,163.3800
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,CS1203075120104511,3/7/2012,163.3800
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,CS1203145120104720,3/14/2012,163.3800
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,CS1203215040104889,3/21/2012,135.2400
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,CS1203285160104492,3/28/2012,91.5200
b8dcdbad-340c-428e-a2e7-64d0c279b8c2-0010170923,CS1112055310102475,12/5/2011,69.2300
b8dcdbad-340c-428e-a2e7-64d0c279b8c2-0010170923,CS1112125230102816,12/12/2011,69.2300
b8dcdbad-340c-428e-a2e7-64d0c279b8c2-0010170923,CS1112195190102998,12/19/2011,69.2300
b8dcdbad-340c-428e-a2e7-64d0c279b8c2-0010170923,CS1201035300102366,1/3/2012,69.2300
b8dcdbad-340c-428e-a2e7-64d0c279b8c2-0010170923,CS1201095050102184,1/9/2012,69.2300
b8dcdbad-340c-428e-a2e7-64d0c279b8c2-0010170923,CS1201175080102151,1/17/2012,69.2300
b8dcdbad-340c-428e-a2e7-64d0c279b8c2-0010170923,CS1201245070102330,1/24/2012,69.2300
b8dcdbad-340c-428e-a2e7-64d0c279b8c2-0010170923,CS1202015270102183,2/1/2012,69.2300
b8dcdbad-340c-428e-a2e7-64d0c279b8c2-0010170923,CS1202085090102354,2/8/2012,69.2300
b8dcdbad-340c-428e-a2e7-64d0c279b8c2-0010170923,CS1202155050102073,2/15/2012,69.2300
b8dcdbad-340c-428e-a2e7-64d0c279b8c2-0010170923,CS1202235120102402,2/23/2012,69.2300
b8dcdbad-340c-428e-a2e7-64d0c279b8c2-0010170923,CS1202275060102000,2/27/2012,69.2300
b8dcdbad-340c-428e-a2e7-64d0c279b8c2-0010170923,CS1203075080102222,3/7/2012,69.2300
b8dcdbad-340c-428e-a2e7-64d0c279b8c2-0010170923,CS1203125220102926,3/12/2012,69.2300
b8dcdbad-340c-428e-a2e7-64d0c279b8c2-0010170923,CS1203215060102256,3/21/2012,69.2300
b8dcdbad-340c-428e-a2e7-64d0c279b8c2-0010170923,CS1203285030101296,3/28/2012,69.2300
d01fb1e9-ce71-4962-abb9-abfb7923760e-0012281566,CS1112075000101744,12/7/2011,268.8500
d01fb1e9-ce71-4962-abb9-abfb7923760e-0012281566,CS1112215070101633,12/21/2011,71.1700
d01fb1e9-ce71-4962-abb9-abfb7923760e-0012281566,CS1112215070101633,12/21/2011,163.6600
d01fb1e9-ce71-4962-abb9-abfb7923760e-0012281566,CS1201045170101327,1/4/2012,247.1300
d01fb1e9-ce71-4962-abb9-abfb7923760e-0012281566,CS1201185040101136,1/18/2012,83.4700
d01fb1e9-ce71-4962-abb9-abfb7923760e-0012281566,CS1201185040101136,1/18/2012,185.3800
d01fb1e9-ce71-4962-abb9-abfb7923760e-0012281566,CS1202015000101760,2/1/2012,268.8500
d01fb1e9-ce71-4962-abb9-abfb7923760e-0012281566,CS1202155030101048,2/15/2012,45.9900
d01fb1e9-ce71-4962-abb9-abfb7923760e-0012281566,CS1202155030101048,2/15/2012,163.6600
d01fb1e9-ce71-4962-abb9-abfb7923760e-0012281566,CS1202295000101556,2/29/2012,234.2400
d01fb1e9-ce71-4962-abb9-abfb7923760e-0012281566,CS1203145000101745,3/14/2012,268.8500
d01fb1e9-ce71-4962-abb9-abfb7923760e-0012281566,CS1203285050101666,3/28/2012,253.4400
ceb67c59-a2e9-4c7d-b281-9d796b4e6cf1-0012382938,CS1112075120104167,12/7/2011,415.3800
ceb67c59-a2e9-4c7d-b281-9d796b4e6cf1-0012382938,CS1112215070104556,12/21/2011,415.3800
ceb67c59-a2e9-4c7d-b281-9d796b4e6cf1-0012382938,CS1201045230104026,1/4/2012,415.3800
ceb67c59-a2e9-4c7d-b281-9d796b4e6cf1-0012382938,CS1201185000105042,1/18/2012,415.3800
ceb67c59-a2e9-4c7d-b281-9d796b4e6cf1-0012382938,CS1202015000104896,2/1/2012,415.3800
ceb67c59-a2e9-4c7d-b281-9d796b4e6cf1-0012382938,CS1202155000104674,2/15/2012,415.3800
ceb67c59-a2e9-4c7d-b281-9d796b4e6cf1-0012382938,CS1202295050104413,2/29/2012,96.2000
ceb67c59-a2e9-4c7d-b281-9d796b4e6cf1-0012382938,CS1202295050104413,2/29/2012,296.1100
ceb67c59-a2e9-4c7d-b281-9d796b4e6cf1-0012382938,CS1203145000104913,3/14/2012,392.3100
ceb67c59-a2e9-4c7d-b281-9d796b4e6cf1-0012382938,CS1203285150104091,3/28/2012,392.3100
cf88a432-dd3c-431a-aee0-6bcff9dc3283-0009466664,CS1112135050101258,12/13/2011,50.0000
cf88a432-dd3c-431a-aee0-6bcff9dc3283-0009466664,CS1112285030101305,12/28/2011,50.0000
