SourceId,Target,DaysSinceLast,LastPayment,DaysSinceLast2,LastPayment2
8cc32590-74ff-4d25-a75b-2c3826c95a70-0593121231,119.31,7,119.31,7,119.31
8cc32590-74ff-4d25-a75b-2c3826c95a70-0593121231,119.31,7,119.31,7,119.31
8cc32590-74ff-4d25-a75b-2c3826c95a70-0593121231,119.31,7,119.31,7,119.31
8cc32590-74ff-4d25-a75b-2c3826c95a70-0593121231,119.31,7,119.31,7,119.31
8cc32590-74ff-4d25-a75b-2c3826c95a70-0593121231,119.31,7,119.31,7,119.31
8cc32590-74ff-4d25-a75b-2c3826c95a70-0593121231,119.31,7,119.31,7,119.31
8cc32590-74ff-4d25-a75b-2c3826c95a70-0593121231,119.31,7,119.31,7,119.31
8cc32590-74ff-4d25-a75b-2c3826c95a70-0593121231,119.31,12,119.31,7,119.31
8cc32590-74ff-4d25-a75b-2c3826c95a70-0593121231,119.31,2,119.31,12,119.31
a5b20f16-f09a-4478-9740-4cc2ce8e77a4-0012498183,237.5,16,212.5,14,237.5
63054ea4-2006-4e22-9937-672506c359cd-0011329411,461.54,13,461.54,15,461.54
63054ea4-2006-4e22-9937-672506c359cd-0011329411,461.54,14,461.54,13,461.54
63054ea4-2006-4e22-9937-672506c359cd-0011329411,461.54,14,461.54,14,461.54
62c00fbf-39f8-416f-8cbf-58ff13c72352-0011919310,133.85,22,133.85,2,133.85
62c00fbf-39f8-416f-8cbf-58ff13c72352-0011919310,260.77,13,133.85,22,133.85
62c00fbf-39f8-416f-8cbf-58ff13c72352-0011919310,260.77,14,260.77,13,133.85
ec7eb58a-1151-455a-8ad1-44f369972c0f-0009231591,116.31,7,116.31,7,116.31
ec7eb58a-1151-455a-8ad1-44f369972c0f-0009231591,116.31,7,116.31,7,116.31
ec7eb58a-1151-455a-8ad1-44f369972c0f-0009231591,116.31,7,116.31,7,116.31
ec7eb58a-1151-455a-8ad1-44f369972c0f-0009231591,116.31,7,116.31,7,116.31
ec7eb58a-1151-455a-8ad1-44f369972c0f-0009231591,116.31,7,116.31,7,116.31
ec7eb58a-1151-455a-8ad1-44f369972c0f-0009231591,116.31,7,116.31,7,116.31
ec7eb58a-1151-455a-8ad1-44f369972c0f-0009231591,116.31,7,116.31,7,116.31
ec7eb58a-1151-455a-8ad1-44f369972c0f-0009231591,116.31,7,116.31,7,116.31
ec7eb58a-1151-455a-8ad1-44f369972c0f-0009231591,116.31,7,116.31,7,116.31
ec7eb58a-1151-455a-8ad1-44f369972c0f-0009231591,116.31,7,116.31,7,116.31
11308215-d60b-4403-8479-dc3676fe21b3-0012282301,104.42,7,104.42,7,104.42
11308215-d60b-4403-8479-dc3676fe21b3-0012282301,104.42,7,104.42,7,104.42
11308215-d60b-4403-8479-dc3676fe21b3-0012282301,101.42,7,104.42,7,104.42
11308215-d60b-4403-8479-dc3676fe21b3-0012282301,104.42,7,101.42,7,104.42
11308215-d60b-4403-8479-dc3676fe21b3-0012282301,104.42,7,104.42,7,101.42
11308215-d60b-4403-8479-dc3676fe21b3-0012282301,104.42,7,104.42,7,104.42
11308215-d60b-4403-8479-dc3676fe21b3-0012282301,101.42,7,104.42,7,104.42
11308215-d60b-4403-8479-dc3676fe21b3-0012282301,104.42,7,101.42,7,104.42
11308215-d60b-4403-8479-dc3676fe21b3-0012282301,104.42,7,104.42,7,101.42
11308215-d60b-4403-8479-dc3676fe21b3-0012282301,104.42,7,104.42,7,104.42
d38faa9d-9088-45e4-963e-1f9df31448ec-0011756107,224,13,224,14,112
d38faa9d-9088-45e4-963e-1f9df31448ec-0011756107,224,14,224,13,224
6d75a4b8-2531-4266-8fbf-6a97e04d5830-0574075691,104.77,8,104.77,4,104.77
6d75a4b8-2531-4266-8fbf-6a97e04d5830-0574075691,104.77,8,104.77,8,104.77
6d75a4b8-2531-4266-8fbf-6a97e04d5830-0574075691,104.77,5,104.77,8,104.77
6d75a4b8-2531-4266-8fbf-6a97e04d5830-0574075691,104.77,8,104.77,5,104.77
6d75a4b8-2531-4266-8fbf-6a97e04d5830-0574075691,104.77,6,104.77,8,104.77
6d75a4b8-2531-4266-8fbf-6a97e04d5830-0574075691,209.54,7,104.77,6,104.77
6d75a4b8-2531-4266-8fbf-6a97e04d5830-0574075691,48.72,17,209.54,7,104.77
2a2ef0b0-7599-40ab-a093-058e206a68ab-0012173050,83.31,45,166.03,13,166.62
2ba1325f-19db-44b5-933b-177e1ee4c6cd-0011919310,133.85,22,133.85,2,133.85
2ba1325f-19db-44b5-933b-177e1ee4c6cd-0011919310,260.77,13,133.85,22,133.85
2ba1325f-19db-44b5-933b-177e1ee4c6cd-0011919310,260.77,14,260.77,13,133.85
fb94bce0-72e3-4468-afbf-595db8d60e31-N008764963,72.69,10,145.38,12,48.77
fb94bce0-72e3-4468-afbf-595db8d60e31-N008764963,72.69,7,72.69,10,145.38
fb94bce0-72e3-4468-afbf-595db8d60e31-N008764963,72.69,6,72.69,7,72.69
fb94bce0-72e3-4468-afbf-595db8d60e31-N008764963,72.69,8,72.69,6,72.69
fb94bce0-72e3-4468-afbf-595db8d60e31-N008764963,72.69,7,72.69,8,72.69
fb94bce0-72e3-4468-afbf-595db8d60e31-N008764963,72.69,7,72.69,7,72.69
fb94bce0-72e3-4468-afbf-595db8d60e31-N008764963,72.69,6,72.69,7,72.69
fb94bce0-72e3-4468-afbf-595db8d60e31-N008764963,72.69,8,72.69,6,72.69
fb94bce0-72e3-4468-afbf-595db8d60e31-N008764963,72.69,7,72.69,8,72.69
fb94bce0-72e3-4468-afbf-595db8d60e31-N008764963,72.69,6,72.69,7,72.69
81616e35-9b76-45b5-a410-fa4129d26b38-0010665054,219.23,14,219.23,14,219.23
81616e35-9b76-45b5-a410-fa4129d26b38-0010665054,219.23,14,219.23,14,219.23
81616e35-9b76-45b5-a410-fa4129d26b38-0010665054,219.23,14,219.23,14,219.23
4cfa6203-43c2-4511-97d8-6cf16d787955-4557948421,270,30,270,34,270
77aa5070-01ea-4ab2-9b79-56ef49d190d5-0010748256,86.54,7,86.54,7,86.54
77aa5070-01ea-4ab2-9b79-56ef49d190d5-0010748256,86.54,14,86.54,7,86.54
77aa5070-01ea-4ab2-9b79-56ef49d190d5-0010748256,86.54,7,86.54,14,86.54
77aa5070-01ea-4ab2-9b79-56ef49d190d5-0010748256,324.24,24,86.54,7,86.54
77aa5070-01ea-4ab2-9b79-56ef49d190d5-0010748256,161.54,15,324.24,24,86.54
80bc3f49-ea3f-47a8-a2b9-14e2833abcf7-0012415390,138,3,138,10,138
80bc3f49-ea3f-47a8-a2b9-14e2833abcf7-0012415390,138,8,138,3,138
80bc3f49-ea3f-47a8-a2b9-14e2833abcf7-0012415390,138,6,138,8,138
80bc3f49-ea3f-47a8-a2b9-14e2833abcf7-0012415390,138,7,138,6,138
80bc3f49-ea3f-47a8-a2b9-14e2833abcf7-0012415390,138,7,138,7,138
80bc3f49-ea3f-47a8-a2b9-14e2833abcf7-0012415390,138,8,138,7,138
80bc3f49-ea3f-47a8-a2b9-14e2833abcf7-0012415390,138,7,138,8,138
80bc3f49-ea3f-47a8-a2b9-14e2833abcf7-0012415390,138,6,138,7,138
80bc3f49-ea3f-47a8-a2b9-14e2833abcf7-0012415390,138,8,138,6,138
80bc3f49-ea3f-47a8-a2b9-14e2833abcf7-0012415390,138,6,138,8,138
8547150c-cdc0-437d-bfb4-dcbaba6e8a0f-2616901491,68,14,136,9,275
8547150c-cdc0-437d-bfb4-dcbaba6e8a0f-2616901491,68,1,68,14,136
8547150c-cdc0-437d-bfb4-dcbaba6e8a0f-2616901491,51.92,13,68,1,68
8afcf328-3eb2-4760-92b8-9829b81edc6b-0521480451,247.2,5,82.4,7,82.4
8afcf328-3eb2-4760-92b8-9829b81edc6b-0521480451,82.4,3,247.2,5,82.4
8afcf328-3eb2-4760-92b8-9829b81edc6b-0521480451,82.4,8,82.4,3,247.2
8afcf328-3eb2-4760-92b8-9829b81edc6b-0521480451,79.4,7,82.4,8,82.4
8afcf328-3eb2-4760-92b8-9829b81edc6b-0521480451,82.4,7,79.4,7,82.4
8afcf328-3eb2-4760-92b8-9829b81edc6b-0521480451,82.4,6,82.4,7,79.4
8afcf328-3eb2-4760-92b8-9829b81edc6b-0521480451,82.4,6,82.4,6,82.4
8afcf328-3eb2-4760-92b8-9829b81edc6b-0521480451,79.4,7,82.4,6,82.4
8afcf328-3eb2-4760-92b8-9829b81edc6b-0521480451,82.4,8,79.4,7,82.4
8afcf328-3eb2-4760-92b8-9829b81edc6b-0521480451,82.4,6,82.4,8,79.4
8afcf328-3eb2-4760-92b8-9829b81edc6b-0521480451,82.4,8,82.4,6,82.4
8afcf328-3eb2-4760-92b8-9829b81edc6b-0521480451,82.4,5,82.4,8,82.4
cd645a5b-d657-4d42-bfea-834ef0e06f10-0010421659,137,15,138,14,137
cd645a5b-d657-4d42-bfea-834ef0e06f10-0010421659,138,13,137,15,138
cd645a5b-d657-4d42-bfea-834ef0e06f10-0010421659,137,14,138,13,137
525a913e-a870-41ab-b6e8-0329e58c341b-0012082514,134.23,16,159.23,12,134.23
525a913e-a870-41ab-b6e8-0329e58c341b-0012082514,159.23,14,134.23,16,159.23
525a913e-a870-41ab-b6e8-0329e58c341b-0012082514,134.23,14,159.23,14,134.23
d7778253-1f83-4a69-a4c2-4d604d530af1-0009415113,192.92,14,192.92,14,192.92
d7778253-1f83-4a69-a4c2-4d604d530af1-0009415113,192.92,14,192.92,14,192.92
d7778253-1f83-4a69-a4c2-4d604d530af1-0009415113,192.92,14,192.92,14,192.92
1a44003a-f9bb-48ff-8799-dc088b24963a-0010180494,262.15,14,262.15,14,262.15
1a44003a-f9bb-48ff-8799-dc088b24963a-0010180494,262.15,14,262.15,14,262.15
1a44003a-f9bb-48ff-8799-dc088b24963a-0010180494,262.15,14,262.15,14,262.15
02ccb113-7371-4bf6-af79-284a68f3cc34-2620240TN1,92.31,7,53.7,7,92.31
02ccb113-7371-4bf6-af79-284a68f3cc34-2620240TN1,92.31,7,92.31,7,53.7
02ccb113-7371-4bf6-af79-284a68f3cc34-2620240TN1,92.31,14,92.31,7,92.31
02ccb113-7371-4bf6-af79-284a68f3cc34-2620240TN1,92.31,7,92.31,14,92.31
02ccb113-7371-4bf6-af79-284a68f3cc34-2620240TN1,92.31,7,92.31,7,92.31
02ccb113-7371-4bf6-af79-284a68f3cc34-2620240TN1,92.31,7,92.31,7,92.31
02ccb113-7371-4bf6-af79-284a68f3cc34-2620240TN1,92.31,7,92.31,7,92.31
02ccb113-7371-4bf6-af79-284a68f3cc34-2620240TN1,92.31,7,92.31,7,92.31
02ccb113-7371-4bf6-af79-284a68f3cc34-2620240TN1,92.31,7,92.31,7,92.31
3ed6305b-88de-4b53-8409-f9440a144531-0009394276,105.69,7,105.69,7,105.69
3ed6305b-88de-4b53-8409-f9440a144531-0009394276,105.69,7,105.69,7,105.69
3ed6305b-88de-4b53-8409-f9440a144531-0009394276,105.69,7,105.69,7,105.69
3ed6305b-88de-4b53-8409-f9440a144531-0009394276,94.15,7,105.69,7,105.69
3ed6305b-88de-4b53-8409-f9440a144531-0009394276,94.15,7,94.15,7,105.69
3ed6305b-88de-4b53-8409-f9440a144531-0009394276,94.15,7,94.15,7,94.15
3ed6305b-88de-4b53-8409-f9440a144531-0009394276,94.15,7,94.15,7,94.15
3ed6305b-88de-4b53-8409-f9440a144531-0009394276,94.15,7,94.15,7,94.15
3ed6305b-88de-4b53-8409-f9440a144531-0009394276,94.15,7,94.15,7,94.15
3ed6305b-88de-4b53-8409-f9440a144531-0009394276,94.14999,7,94.15,7,94.15
50b55139-5838-4c07-a585-12defd881066-0011371520,179.85,13,213.85,15,179.85
50b55139-5838-4c07-a585-12defd881066-0011371520,229.85,14,179.85,13,213.85
50b55139-5838-4c07-a585-12defd881066-0011371520,179.85,14,229.85,14,179.85
2bc68eba-e8af-4af7-9280-71a01676e389-0011510025,44.96,7,26.08,7,25.58
2bc68eba-e8af-4af7-9280-71a01676e389-0011510025,35.47,7,44.96,7,26.08
2bc68eba-e8af-4af7-9280-71a01676e389-0011510025,46,7,35.47,7,44.96
2bc68eba-e8af-4af7-9280-71a01676e389-0011510025,34.16,7,46,7,35.47
2bc68eba-e8af-4af7-9280-71a01676e389-0008925214,34.62,7,26.08,7,25.59
2bc68eba-e8af-4af7-9280-71a01676e389-0008925214,34.62,7,34.62,7,26.08
2bc68eba-e8af-4af7-9280-71a01676e389-0008925214,34.62,7,34.62,7,34.62
2bc68eba-e8af-4af7-9280-71a01676e389-0008925214,34.16,7,34.62,7,34.62
c89c907c-1c31-4203-825b-2328cad73048-0012158912,148.92,14,228.92,15,148.92
c89c907c-1c31-4203-825b-2328cad73048-0012158912,228.92,13,148.92,14,228.92
c89c907c-1c31-4203-825b-2328cad73048-0012158912,228.92,15,228.92,13,148.92
c89c907c-1c31-4203-825b-2328cad73048-0012158912,148.92,12,228.92,15,228.92
ae35a7c9-b380-4a3d-a0f7-73afa532ec51-0010502655,56.01,14,73.85,14,73.85
ae35a7c9-b380-4a3d-a0f7-73afa532ec51-0010502655,66.69,14,56.01,14,73.85
ae35a7c9-b380-4a3d-a0f7-73afa532ec51-0010502655,73.85,14,66.69,14,56.01
ae35a7c9-b380-4a3d-a0f7-73afa532ec51-0010502655,73.85,14,73.85,14,66.69
ae35a7c9-b380-4a3d-a0f7-73afa532ec51-0010502655,73.85,14,73.85,14,73.85
f7488e63-68f0-4e71-96cc-35d935b466fc-0010445344,53.08,7,53.08,7,28.08
f7488e63-68f0-4e71-96cc-35d935b466fc-0010445344,53.08,7,53.08,7,53.08
f7488e63-68f0-4e71-96cc-35d935b466fc-0010445344,53.08,7,53.08,7,53.08
f7488e63-68f0-4e71-96cc-35d935b466fc-0010445344,53.08,7,53.08,7,53.08
f7488e63-68f0-4e71-96cc-35d935b466fc-0010445344,53.08,7,53.08,7,53.08
f7488e63-68f0-4e71-96cc-35d935b466fc-0010445344,53.08,7,53.08,7,53.08
f7488e63-68f0-4e71-96cc-35d935b466fc-0010445344,53.08,7,53.08,7,53.08
f7488e63-68f0-4e71-96cc-35d935b466fc-0010445344,53.08,7,53.08,7,53.08
f7488e63-68f0-4e71-96cc-35d935b466fc-0010445344,53.08,7,53.08,7,53.08
f7488e63-68f0-4e71-96cc-35d935b466fc-0010445344,53.08,7,53.08,7,53.08
6f10adaa-d68a-4072-a404-4cd39c0f9c16-0010024093,95.77,6,95.77,7,95.77
6f10adaa-d68a-4072-a404-4cd39c0f9c16-0010024093,136.51,8,95.77,6,95.77
6f10adaa-d68a-4072-a404-4cd39c0f9c16-0010024093,30.03,8,136.51,8,95.77
372a2e5d-0c77-4169-b8e0-6058ca7711dc-0010149687,125.31,3,57.93,12,101.69
00916863-d6b4-4a3f-ac45-119847dc6417-0010009951,74.08,7,74.08,7,74.08
00916863-d6b4-4a3f-ac45-119847dc6417-0010009951,74.08,7,74.08,7,74.08
00916863-d6b4-4a3f-ac45-119847dc6417-0010009951,74.08,7,74.08,7,74.08
00916863-d6b4-4a3f-ac45-119847dc6417-0010009951,74.08,7,74.08,7,74.08
00916863-d6b4-4a3f-ac45-119847dc6417-0010009951,74.08,7,74.08,7,74.08
